macaddress;datetime;cpu;ram;disco;uptime;bytes_enviados;bytes_recebidos;pacotes_perdidos
80160640191877;2025-11-19 21:37:48.919885;8.4;74.0;26.6;274940.920635;5086.05925655365;6348.628439903259;5286
80160640191877;2025-11-19 21:38:48.958823;4.9;73.9;26.6;275000.959191;5086.088282585144;6348.657465934753;5286
80160640191877;2025-11-19 21:39:48.991197;9.8;74.1;26.6;275060.992113;5086.20207118988;6348.77125453949;5286
80160640191877;2025-11-19 21:40:49.032245;10.0;75.0;26.6;275121.032577;5087.202622413635;6349.771805763245;5286
80160640191877;2025-11-19 21:41:49.066332;5.2;73.3;26.6;275181.067268;5087.230330467224;6349.7995138168335;5286
80160640191877;2025-11-19 21:42:49.105574;2.0;73.4;26.6;275241.106448;5087.249640464783;6349.818823814392;5286
80160640191877;2025-11-19 21:43:49.137538;5.8;73.8;26.6;275301.138469;5087.281889915466;6349.851073265076;5286
80160640191877;2025-11-19 21:44:49.209167;4.2;73.9;26.6;275361.209991;5087.313755989075;6349.882939338684;5286
80160640191877;2025-11-19 21:45:49.249094;2.0;74.4;26.6;275421.249462;5087.3395166397095;6349.908699989319;5286
80160640191877;2025-11-19 21:46:49.277669;3.1;74.3;26.6;275481.278588;5087.364373207092;6349.933556556702;5286
80160640191877;2025-11-19 21:47:49.313777;3.7;73.9;26.6;275541.314698;5087.380585670471;6349.949769020081;5286
80160640191877;2025-11-19 21:48:49.343406;2.1;73.9;26.6;275601.344361;5087.405411720276;6349.974595069885;5286
80160640191877;2025-11-19 21:49:49.377919;5.6;73.7;26.6;275661.378397;5087.44447517395;6350.01365852356;5286
80160640191877;2025-11-19 21:50:49.406906;10.6;74.7;26.6;275721.407667;5087.596026420593;6350.165209770203;5286
80160640191877;2025-11-19 21:51:49.438671;13.5;74.9;26.6;275781.439038;5091.677311897278;6354.246495246887;5286
80160640191877;2025-11-19 21:52:49.469013;5.8;74.6;26.6;275841.469862;5091.693242073059;6354.2624254226685;5286
80160640191877;2025-11-19 21:53:49.497614;8.4;74.2;26.6;275901.497979;5091.718266487122;6354.287449836731;5286
80160640191877;2025-11-19 21:54:49.525824;14.6;74.6;26.6;275961.526541;5124.938578605652;6387.507761955261;5286
80160640191877;2025-11-19 21:55:49.555340;9.3;74.9;26.6;276021.556206;5125.0401611328125;6387.609344482422;5286
80160640191877;2025-11-19 21:56:49.593312;13.2;74.6;26.6;276081.593747;5169.304156303406;6431.873339653015;5286
80160640191877;2025-11-19 21:57:49.622772;7.9;73.6;26.6;276141.623655;5169.323145866394;6431.892329216003;5286
80160640191877;2025-11-19 21:58:49.654467;4.3;73.5;26.6;276201.654972;5169.415282249451;6432.860185623169;5288
80160640191877;2025-11-19 21:59:49.707156;12.9;74.2;26.6;276261.708161;5171.084071159363;6433.345630645752;5288
80160640191877;2025-11-19 22:00:49.750571;13.6;75.6;26.6;276321.751314;5172.464337348938;6433.737837791443;5288
80160640191877;2025-11-19 22:01:49.788631;9.4;75.0;26.6;276381.789476;5180.1109619140625;6441.616950035095;5288
80160640191877;2025-11-19 22:02:49.824372;8.2;75.1;26.6;276441.825317;5183.060587882996;6444.893140792847;5288
80160640191877;2025-11-19 22:03:49.866020;2.8;74.8;26.6;276501.866848;5183.208780288696;6444.952689170837;5288
80160640191877;2025-11-19 22:04:49.904605;2.8;75.0;26.6;276561.905523;5183.32936668396;6445.064492225647;5320
80160640191877;2025-11-19 22:05:49.939944;2.6;75.5;26.6;276621.940842;5183.414816856384;6445.1715259552;5320
80160640191877;2025-11-19 22:06:49.978512;2.6;75.4;26.6;276681.97936;5183.478501319885;6445.258007049561;5324
80160640191877;2025-11-19 22:07:50.012526;2.4;74.9;26.6;276742.013413;5183.529637336731;6445.338011741638;5324
80160640191877;2025-11-19 22:08:50.051734;2.7;75.1;26.6;276802.052573;5183.599123954773;6445.432679176331;5328
80160640191877;2025-11-19 22:09:50.082491;2.6;75.1;26.6;276862.08327;5183.666882514954;6445.524859428406;5328
80160640191877;2025-11-19 22:10:50.113083;2.5;75.7;26.6;276922.114063;5183.729311943054;6445.612484931946;5332
80160640191877;2025-11-19 22:11:50.152210;2.8;75.2;26.6;276982.153017;5183.81164932251;6445.715376853943;5332
80160640191877;2025-11-19 22:12:50.185692;2.7;75.3;26.6;277042.186586;5183.871846199036;6445.789951324463;5338
80160640191877;2025-11-19 22:13:50.216341;8.6;74.8;26.6;277102.217184;5183.94233417511;6445.891150474548;5338
80160640191877;2025-11-19 22:14:50.256179;2.6;74.8;26.6;277162.257035;5184.01577091217;6445.976584434509;5341
80160640191877;2025-11-19 22:15:50.294537;3.0;75.5;26.6;277222.295657;5184.0995626449585;6446.073879241943;5341
80160640191877;2025-11-19 22:16:50.334679;2.5;75.2;26.6;277282.335575;5184.1756048202515;6446.161845207214;5345
