macaddress;datetime;cpu;ram;disco;uptime;bytes_enviados;bytes_recebidos;pacotes_perdidos
80160640191877;2025-11-19 22:17:50.363841;2.8;74.5;26.6;277342.364778;5184.238201141357;6446.247331619263;5345
80160640191877;2025-11-19 22:18:50.393639;2.4;75.1;26.6;277402.394382;5184.30588054657;6446.341504096985;5349
80160640191877;2025-11-19 22:19:50.422125;2.8;74.8;26.6;277462.423007;5184.419889450073;6446.4702405929565;5349
80160640191877;2025-11-19 22:20:50.453537;2.7;75.6;26.6;277522.454368;5184.49490070343;6446.570552825928;5353
80160640191877;2025-11-19 22:21:50.493709;4.2;75.2;26.6;277582.494643;5184.573830604553;6446.673509597778;5353
80160640191877;2025-11-19 22:22:50.534315;5.1;75.3;26.6;277642.535043;5184.625087738037;6446.776131629944;5357
80160640191877;2025-11-19 22:23:50.571905;6.7;74.3;26.6;277702.572911;5184.872555732727;6447.05957698822;5364
80160640191877;2025-11-19 22:24:50.610654;4.1;74.4;26.6;277762.611555;5184.970107078552;6447.24840927124;5364
80160640191877;2025-11-19 22:25:50.657837;6.5;74.6;26.6;277822.65885;5185.454644203186;6447.38928604126;5364
80160640191877;2025-11-19 22:26:50.694086;5.2;74.7;26.6;277882.694958;5185.514163017273;6447.443955421448;5364
80160640191877;2025-11-19 22:27:50.740410;10.7;74.4;26.6;277942.740941;5186.282170295715;6447.595178604126;5364
80160640191877;2025-11-19 22:28:50.777944;15.0;74.4;26.5;278002.778752;5186.818202972412;6448.357090950012;5364
80160640191877;2025-11-19 22:29:50.813354;3.3;74.0;26.5;278062.814369;5187.000235557556;6449.498044967651;5364
80160640191877;2025-11-19 22:30:50.852710;3.3;75.0;26.5;278122.853609;5187.139435768127;6449.569436073303;5364
80160640191877;2025-11-19 22:31:50.889665;4.2;74.3;26.5;278182.89038;5187.172801971436;6449.592206954956;5364
80160640191877;2025-11-19 22:32:50.929721;10.8;74.9;26.5;278242.930482;5191.343312263489;6452.541681289673;5364
80160640191877;2025-11-19 22:33:50.965402;2.9;74.6;26.5;278302.966274;5191.382796287537;6452.583658218384;5364
80160640191877;2025-11-19 22:34:51.001819;2.8;74.9;26.5;278363.002635;5191.539954185486;6452.687406539917;5397
80160640191877;2025-11-19 22:35:51.041499;3.0;74.9;26.5;278423.042519;5191.612539291382;6452.770384788513;5397
80160640191877;2025-11-19 22:36:51.071837;2.9;74.6;26.5;278483.07262;5191.688322067261;6452.857653617859;5401
80160640191877;2025-11-19 22:37:51.104955;2.6;74.5;26.5;278543.10589;5191.759039878845;6452.9428424835205;5401
80160640191877;2025-11-19 22:38:51.144333;4.8;73.8;26.5;278603.145263;5191.825909614563;6453.016153335571;5405
80160640191877;2025-11-19 22:39:51.185574;2.7;73.4;26.5;278663.186342;5191.905040740967;6453.10645198822;5405
80160640191877;2025-11-19 22:40:51.224137;2.6;74.3;26.5;278723.225014;5191.97357749939;6453.185757637024;5409
80160640191877;2025-11-19 22:41:51.253404;2.5;74.2;26.5;278783.254263;5192.0432596206665;6453.268405914307;5409
80160640191877;2025-11-19 22:42:51.285542;2.4;74.2;26.5;278843.286403;5192.109006881714;6453.344931602478;5413
80160640191877;2025-11-19 22:43:51.316457;2.7;73.7;26.5;278903.317413;5192.176864624023;6453.426407814026;5413
80160640191877;2025-11-19 22:44:51.346545;2.3;74.3;26.5;278963.34744;5192.257884025574;6453.518747329712;5417
80160640191877;2025-11-19 22:45:51.384918;2.8;74.3;26.5;279023.385663;5192.342652320862;6453.617595672607;5417
80160640191877;2025-11-19 22:46:51.416092;2.6;74.3;26.5;279083.41699;5192.431428909302;6453.713736534119;5421
80160640191877;2025-11-19 22:47:51.444478;2.7;74.1;26.5;279143.445398;5192.484354019165;6453.783928871155;5421
80160640191877;2025-11-19 22:48:51.484021;2.5;74.3;26.5;279203.484837;5192.568828582764;6453.884583473206;5425
80160640191877;2025-11-19 22:49:51.513946;2.6;74.0;26.5;279263.514742;5192.651887893677;6453.978011131287;5425
80160640191877;2025-11-19 22:50:51.548704;2.6;74.7;26.5;279323.54953;5192.741907119751;6454.075470924377;5429
80160640191877;2025-11-19 22:51:51.578053;2.5;74.4;26.5;279383.578843;5192.8206424713135;6454.1620836257935;5429
80160640191877;2025-11-19 22:52:51.607175;2.5;74.3;26.5;279443.608014;5192.878727912903;6454.24857711792;5429
80160640191877;2025-11-19 22:53:51.645675;2.5;74.0;26.5;279503.646581;5192.947864532471;6454.329590797424;5429
80160640191877;2025-11-19 22:54:51.676507;2.6;74.2;26.5;279563.67744;5193.036756515503;6454.426358222961;5433
80160640191877;2025-11-19 22:55:51.717508;2.8;74.7;26.5;279623.718455;5193.118783950806;6454.520405769348;5433
80160640191877;2025-11-19 22:56:51.747716;2.5;74.8;26.5;279683.748591;5193.196036338806;6454.606817245483;5437
80160640191877;2025-11-19 22:57:51.786375;2.3;74.3;26.5;279743.787331;5193.245112419128;6454.668947219849;5437
80160640191877;2025-11-19 22:58:51.821349;2.3;74.5;26.5;279803.822062;5193.31755065918;6454.751310348511;5441
80160640191877;2025-11-19 22:59:51.858549;2.4;74.2;26.5;279863.859362;5193.389137268066;6454.8350286483765;5441
80160640191877;2025-11-19 23:00:51.898969;2.6;74.9;26.5;279923.899853;5193.460651397705;6454.9178857803345;5445
80160640191877;2025-11-19 23:01:51.934436;2.8;74.3;26.5;279983.935448;5193.5388879776;6455.0079555511475;5445
80160640191877;2025-11-19 23:02:51.965318;2.5;74.5;26.5;280043.966109;5193.59832572937;6455.079668998718;5445
80160640191877;2025-11-19 23:03:52.001913;2.6;74.2;26.5;280104.002858;5193.665216445923;6455.160918235779;5445
80160640191877;2025-11-19 23:04:52.040966;2.5;74.3;26.5;280164.041892;5193.743330955505;6455.2509479522705;5449
80160640191877;2025-11-19 23:05:52.079100;2.7;74.5;26.5;280224.079882;5193.813696861267;6455.330430984497;5449
80160640191877;2025-11-19 23:06:52.109951;2.6;74.7;26.5;280284.110694;5193.892050743103;6455.4185218811035;5453
80160640191877;2025-11-19 23:07:52.139361;2.4;74.4;26.5;280344.140086;5193.948992729187;6455.487941741943;5453
80160640191877;2025-11-19 23:08:52.178005;2.5;74.8;26.5;280404.178758;5194.018595695496;6455.568752288818;5457
80160640191877;2025-11-19 23:09:52.209625;2.5;74.3;26.5;280464.210587;5194.09777545929;6455.655647277832;5457
80160640191877;2025-11-19 23:10:52.248637;2.6;75.1;26.5;280524.249478;5194.171540260315;6455.740304946899;5457
80160640191877;2025-11-19 23:11:52.279515;2.7;74.7;26.5;280584.280551;5194.237703323364;6455.818583488464;5457
80160640191877;2025-11-19 23:12:52.309838;2.5;74.5;26.5;280644.310652;5194.301619529724;6455.897090911865;5463
80160640191877;2025-11-19 23:13:52.347283;2.9;74.1;26.5;280704.348445;5194.365075111389;6455.972122192383;5463
80160640191877;2025-11-19 23:14:52.387205;8.0;75.6;26.5;280764.387824;5194.449019432068;6456.060552597046;5465
80160640191877;2025-11-19 23:15:52.437768;9.6;74.7;26.5;280824.438502;5194.582409858704;6456.218083381653;5468
80160640191877;2025-11-19 23:16:52.505948;7.8;74.3;26.5;280884.506667;5195.103080749512;6456.417369842529;5468
80160640191877;2025-11-19 23:17:52.572663;4.3;73.5;26.5;280944.573608;5195.137154579163;6456.443347930908;5468
80160640191877;2025-11-19 23:18:52.640922;2.9;73.9;26.5;281004.641881;5195.177206039429;6456.490569114685;5468
80160640191877;2025-11-19 23:19:52.705544;3.2;73.5;26.5;281064.706434;5195.328032493591;6456.64545917511;5468
80160640191877;2025-11-19 23:20:54.094163;3.2;74.4;26.5;281125.095167;5195.395129203796;6456.756585121155;5468
80160640191877;2025-11-19 23:21:54.163907;3.2;74.0;26.5;281185.164649;5195.579644203186;6456.786410331726;5468
80160640191877;2025-11-19 23:22:54.224554;4.3;73.8;26.5;281245.225543;5195.63201713562;6457.212598800659;5468
80160640191877;2025-11-19 23:23:54.290681;5.3;74.2;26.5;281305.29144;5195.824241638184;6457.364635467529;5468
80160640191877;2025-11-19 23:24:54.354826;10.4;74.8;26.5;281365.355683;5201.248893737793;6463.081344604492;5468
80160640191877;2025-11-19 23:25:54.428207;6.6;74.8;26.5;281425.429044;5201.382656097412;6463.14333820343;5468
80160640191877;2025-11-19 23:26:54.496262;3.4;74.9;26.5;281485.497274;5201.409217834473;6463.1630029678345;5468
80160640191877;2025-11-19 23:27:54.566614;4.5;74.7;26.5;281545.567449;5201.609098434448;6463.314975738525;5468
80160640191877;2025-11-19 23:28:54.635128;9.3;75.5;26.5;281605.63593;5201.720837593079;6463.426605224609;5468
80160640191877;2025-11-19 23:29:54.701778;11.6;75.2;26.5;281665.702707;5205.075604438782;6467.608236312866;5468
80160640191877;2025-11-19 23:30:54.770448;10.7;76.1;26.5;281725.771384;5205.429390907288;6467.954395294189;5468
80160640191877;2025-11-19 23:31:54.837801;11.9;75.3;26.5;281785.838698;5205.543181419373;6468.03896522522;5468
80160640191877;2025-11-19 23:32:54.906736;8.9;74.9;26.5;281845.907693;5205.658186912537;6468.705861091614;5468
80160640191877;2025-11-19 23:33:54.976341;12.7;75.4;26.5;281905.9772;5206.780031204224;6468.971400260925;5468
80160640191877;2025-11-19 23:34:55.042307;5.7;75.0;26.5;281966.043095;5206.859293937683;6469.927243232727;5468
80160640191877;2025-11-19 23:35:55.108858;12.2;75.7;26.5;282026.109759;5212.099006652832;6475.009433746338;5468
80160640191877;2025-11-19 23:36:55.178087;8.2;75.3;26.5;282086.1788;5212.2299156188965;6475.129408836365;5468
80160640191877;2025-11-19 23:37:55.241690;6.3;74.5;26.5;282146.24254;5212.442035675049;6475.229173660278;5468
80160640191877;2025-11-19 23:38:55.316693;8.1;75.6;26.5;282206.317569;5212.92915725708;6475.458789825439;5468
80160640191877;2025-11-19 23:39:55.385172;17.9;75.6;26.5;282266.385887;5214.712759971619;6475.806017875671;5468
80160640191877;2025-11-19 23:40:55.453748;9.5;76.6;26.5;282326.454757;5215.37589931488;6475.897207260132;5468
80160640191877;2025-11-19 23:41:55.524268;4.2;75.6;26.5;282386.525035;5215.503846168518;6475.95551109314;5468
80160640191877;2025-11-19 23:42:55.592114;6.2;75.8;26.5;282446.592912;5215.525587081909;6476.144423484802;5468
80160640191877;2025-11-19 23:43:55.660637;10.1;76.2;26.5;282506.661689;5221.2544231414795;6481.723350524902;5468
80160640191877;2025-11-19 23:44:55.728733;13.6;76.8;26.5;282566.729655;5231.692658424377;6493.033151626587;5468
80160640191877;2025-11-19 23:45:55.787888;8.1;76.3;26.5;282626.788981;5231.954664230347;6493.142638206482;5468
80160640191877;2025-11-19 23:46:55.900767;17.3;77.4;26.5;282686.901467;5233.770878791809;6493.3527183532715;5468
80160640191877;2025-11-19 23:47:55.959437;11.2;75.5;26.5;282746.960387;5234.781820297241;6493.4899253845215;5468
80160640191877;2025-11-19 23:48:56.026147;6.0;75.7;26.5;282807.026881;5234.8115882873535;6493.515266418457;5468
80160640191877;2025-11-19 23:49:56.091583;8.4;75.0;26.5;282867.092414;5235.441411018372;6493.658631324768;5468
80160640191877;2025-11-19 23:50:56.166144;8.0;75.9;26.5;282927.166996;5236.3442668914795;6493.764066696167;5468
80160640191877;2025-11-19 23:51:56.234418;9.6;75.8;26.5;282987.235379;5236.5717878341675;6494.9489669799805;5468
80160640191877;2025-11-19 23:52:56.316205;8.1;75.0;26.5;283047.317207;5237.049144744873;6495.500550270081;5468
80160640191877;2025-11-19 23:53:56.384848;13.1;76.0;26.5;283107.385383;5237.9216413497925;6495.941379547119;5468
80160640191877;2025-11-19 23:54:56.465130;11.7;75.4;26.5;283167.466053;5238.214894294739;6496.137481689453;5468
80160640191877;2025-11-19 23:55:56.532633;17.4;76.5;26.5;283227.53355;5239.802919387817;6496.381795883179;5468
80160640191877;2025-11-19 23:56:56.604729;16.1;76.9;26.5;283287.605831;5241.0411376953125;6497.621843338013;5468
80160640191877;2025-11-19 23:57:56.675334;17.8;76.9;26.5;283347.676197;5261.9661684036255;6518.387859344482;5468
80160640191877;2025-11-19 23:58:56.746456;10.5;76.6;26.5;283407.747524;5264.719582557678;6521.138410568237;5468
80160640191877;2025-11-19 23:59:56.813503;10.9;76.6;26.5;283467.814366;5265.428462028503;6522.235751152039;5468
80160640191877;2025-11-20 00:00:56.879302;18.4;76.2;26.5;283527.8801;5266.7855768203735;6522.477801322937;5468
80160640191877;2025-11-20 00:01:56.940129;8.2;75.5;26.5;283587.94107;5267.436964035034;6522.606978416443;5468
80160640191877;2025-11-20 00:02:57.013167;23.7;82.8;26.5;283648.025912;5270.325693130493;6522.878932952881;5468
80160640191877;2025-11-20 00:03:57.409684;19.1;76.6;26.5;283708.410511;5276.266974449158;6528.654410362244;5468
80160640191877;2025-11-20 00:04:57.543370;16.5;77.0;26.5;283768.544214;5282.367946624756;6535.039299964905;5468
80160640191877;2025-11-20 00:05:57.617315;15.0;74.2;26.5;283828.618363;5284.58748626709;6537.039996147156;5468
80160640191877;2025-11-20 00:06:57.684571;17.5;74.6;26.5;283888.685337;5286.384063720703;6537.901501655579;5468
80160640191877;2025-11-20 00:07:57.745620;20.6;75.4;26.5;283948.746474;5286.725835800171;6538.073897361755;5468
80160640191877;2025-11-20 00:08:57.829625;18.7;75.2;26.5;284008.830589;5289.627404212952;6538.373849868774;5468
80160640191877;2025-11-20 00:09:57.897919;16.9;75.0;26.5;284068.898993;5291.708559989929;6539.245674133301;5468
80160640191877;2025-11-20 00:10:57.966723;12.3;75.5;26.5;284128.967632;5291.843102455139;6539.288013458252;5468
80160640191877;2025-11-20 00:11:58.032978;23.3;74.7;26.5;284189.033538;5295.3784532547;6543.08484172821;5468
80160640191877;2025-11-20 00:12:58.087388;19.4;75.0;26.5;284249.088192;5298.551774024963;6543.897483825684;5470
80160640191877;2025-11-20 00:13:58.156532;15.4;75.2;26.5;284309.157406;5298.877139091492;6544.061712265015;5470
80160640191877;2025-11-20 00:14:58.225212;11.3;75.4;26.5;284369.226036;5299.103628158569;6545.167368888855;5470
80160640191877;2025-11-20 00:15:58.292805;14.7;54.4;26.5;284429.293426;5301.743425369263;6551.835921287537;5470
80160640191877;2025-11-20 00:16:58.360084;69.4;66.4;26.5;284489.362571;5304.253505706787;6566.125492095947;5470
80160640191877;2025-11-20 00:17:58.862909;40.5;70.8;26.5;284549.863901;5305.042615890503;6566.582180976868;5470
80160640191877;2025-11-20 00:18:58.931204;11.5;69.0;26.5;284609.932061;5305.332131385803;6566.869417190552;5470
80160640191877;2025-11-20 00:19:58.999236;17.8;69.9;26.5;284670.000188;5305.761461257935;6568.769278526306;5470
80160640191877;2025-11-20 00:20:59.063653;9.6;66.0;26.5;284730.064629;5306.677843093872;6568.89110660553;5470
80160640191877;2025-11-20 00:21:59.132528;21.2;67.3;26.5;284790.133448;5306.901924133301;6569.1176652908325;5470
80160640191877;2025-11-20 00:22:59.202080;19.7;66.4;26.5;284850.202833;5307.119180679321;6570.144930839539;5470
80160640191877;2025-11-20 00:23:59.271322;6.4;66.3;26.5;284910.272218;5307.7630443573;6570.241823196411;5470
80160640191877;2025-11-20 00:24:59.339422;17.0;67.7;26.5;284970.340452;5309.848593711853;6570.565441131592;5470
80160640191877;2025-11-20 00:25:59.416220;12.3;69.4;26.6;285030.417075;5311.179501533508;6571.326588630676;5470
80160640191877;2025-11-20 00:26:59.504067;22.4;68.2;26.6;285090.505;5313.731589317322;6572.727584838867;5470
80160640191877;2025-11-20 00:27:59.576722;22.7;69.2;26.6;285150.578043;5317.485129356384;6574.292366981506;5470
80160640191877;2025-11-20 00:28:59.664059;26.7;70.0;26.6;285210.664914;5319.177003860474;6574.589715003967;5470
80160640191877;2025-11-20 00:29:59.732959;9.6;68.7;26.6;285270.733811;5319.889147758484;6574.815618515015;5470
80160640191877;2025-11-20 00:30:59.803551;21.4;70.0;26.6;285330.80451;5320.043756484985;6574.905702590942;5470
80160640191877;2025-11-20 00:31:59.875306;12.5;70.2;26.6;285390.87617;5320.25189781189;6575.019145965576;5470
80160640191877;2025-11-20 00:32:59.950602;14.7;70.3;26.6;285450.951304;5320.34237575531;6575.086079597473;5470
80160640191877;2025-11-20 00:34:00.021406;18.7;70.4;26.6;285511.022285;5321.557298660278;6578.0497217178345;5470
80160640191877;2025-11-20 00:35:00.099685;17.5;69.8;26.6;285571.101571;5322.499814987183;6587.175439834595;5470
80160640191877;2025-11-20 03:07:26.335275;18.9;50.3;26.6;294717.336254;5323.009873390198;6588.887279510498;5483
80160640191877;2025-11-20 03:08:31.941950;11.9;49.4;26.6;294782.942633;5323.222913742065;6589.0864181518555;5497
